"","Name.ID","Name.Alias.es.","Vent.Sites","Activity","Maximum.Temperature","Max.Temperature.Category","Latitude","Longitude","Ocean","Region","National.Jurisdiction","Maximum.or.Single.Reported.Depth","Minimum.Depth","Tectonic.setting","Full.Spreading.Rate..mm.a.","Notes.on.Vent.Field.Description","Notes.Relevant.to.Biology","Year.and.How.Discovered..if.active..visual.confirmation.is.listed.first.","Discovery.References..text.","Other.References..text."
"234","FRSC, 14b, 16.11 S","","","active, inferred",NA,"",-16.115,-174.568,"S. Pacific","Lau Basin","Tonga",2250,NA,"back-arc spreading center",87.7,"Baker et al. 2019: sites 18 and 19 with spreading rate 27 mm/year in Table 1;","","2008 plume only","Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;",""
"235","FRSC, 14b, 16.31 S","","","active, inferred",NA,"",-16.311,-174.555,"S. Atlantic","Lau Basin","Tonga",2380,NA,"back-arc spreading center",84.2,"Baker et al. 2019: site 20 with spreading rate 25 mm/year in Table 1;","","2008 plume only","Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;",""
"236","FRSC, Central","Central Fonualei plume region, DR59","","active, inferred",NA,"",-16.4917,-174.5417,"S. Pacific","Lau Basin","Tonga",2419,2300,"back-arc spreading center",79.7,"plume site on Fonualei Rift and Spreading Center; Baker et al. 2019: site 21 with spreading rate 23 mm/year in Table 1;","","2004 plume only","(plume only) German, C. et al. (2006) Hydrothermal exploration of the Fonualei Rift and Spreading Center and the Northeast Lau Spreading Center. Geochem. Geophys. Geosyst. 7, 2006GC001324.","cruise SS02/2009 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;"
"237","FRSC, South Central","South Central Fonualei, FRSC_2, FRSC02","","active, inferred",NA,"",-16.6667,-174.5167,"S. Pacific","Lau Basin","Tonga",1820,1400,"back-arc spreading center",75.4,"note: Nautilus Minerals had camera tow and FRSC02 sampled in 2009 Chief Sci R. Arculus (http://www.nautilusminerals.com/s/Media-NewsReleases.asp?ReportID=352245&_Title=Nautilus-Confirms-High-Grades-in-Phase-One-of-2009-Tongan-Exploration), (http://www.marketwire.com/press-release/Nautilus-Minerals-Inc-TSX-NUS-995322.html); southern section of line NEL11a on cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf): ""Upon post-processing of the NEL11a southern extent tow data, we resolved another target approximately 5km south of the site central venting area. This site lies on a small ridge line between NEL11a and NEL11b and was identified by significant Eh response on the two lines.""; located between Stations RC133 and RC132 reported by German et al. (2006); Baker et al. 2019: sites 22 to 25 with spreading rate 21 mm/year in Table 1;","","2004 plume only; 2006 plume and chimney samples; 2009 camera tow and sampling (activity not confirmed)","(plume only) German, C. et al. (2006) Hydrothermal exploration of the Fonualei Rift and Spreading Center and the Northeast Lau Spreading Center. Geochem. Geophys. Geosyst. 7, 2006GC001324;, (plume and chimney samples) Kim, J. et al. (2009) Venting sites along the Fonualei and Northeast Lau Spreading Centers and evidence of hydrothermal activity at an off-axis caldera in the northeastern Lau Basin. Geochemical Journal 43: 1-13;, cruise SS02/2009 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf);","SRK Consulting (2011) Nautilus Minerals Incorporated NI43-101 Technical Report 2010 PNG, Tonga, Fiji, Solomon Islands, New Zealand, Vanuatu and the ISA. Document Reference: NAT007 Nautilus 43-101 Technical Report 2011 Rev3.docx;, Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;"
"238","FRSC, 11a-3","","","active, inferred",NA,"",-16.795,-174.523,"S. Pacific","Lau Basin","Tonga",2000,1800,"back-arc spreading center",72.3,"Baker et al. 2019: site 26 with spreading rate 20 mm/year in Table 1; ","","2008 plume only","[Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.];","Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;"
"239","Peggy Ridge","","","active, inferred",NA,"",-16.9233,-176.825,"S. Pacific","Lau Basin","Fiji",1900,1664,"back-arc spreading center",80,"amorphous silica, barite, and clays cementing volcaniclastic basalt fragmentals (offset on active spreading center); inactive in systematic survey on Arculus cruise SS07/2008, but de Ronde et al. (2003) plot a hydrothermal site at Peggy Ridge, and Ishibashi and Urabe (1995) say oxygen isotopes suggest temp. > 100 C; Arculus et al. (2008) cruise report (http://www.cmar.csiro.au/datacentre/process/data_files/cruise_docs/SS200807sum.pdf) with additional support from Teck-Cominco: ""We did not detect any distinctive isolated hydrothermal plumes associated with either the Peggy Ridge or the LETZ, but a widespread diffuse transmission anomaly several hundred metres thick generally deeper than about 2000m and averaging around 2250m depth was noted;"" Note: Nautilus Minerals has tenements in Fiji EEZ on northern and southern parts of Central Spreading Ridge and Hunter Ridge (North Fiji Basin) and Peggy Ridge (Lau Basin)","","1975 or earlier rock samples only; inactive in systematic survey on Arculus cruise SS07/2008","[(deposit only) Bertine & Keene, Science, 188, 150-152, 1975].","Ishibashi, J. and Urabe, T. (1995) Hydrothermal activity related to arc-backarc magmatism in the western Pacific. pp. 451-495 in Backarc basins: Tectonics and magmatism, ed. Taylor, B., Plenum Press, New York, de Ronde et al. (2003) Hydrothermal fluids associated with seafloor mineralization at two southern Kermadec arc volcanoes, offshore New Zealand. Mineralium Deposita 38: 217–233, DOI 10.1007/s00126-002-0305-4."
"240","FRSC, RC 129 and CTD 24 plume sites","","","active, inferred",NA,"",-17.025,-174.5017,"S. Pacific","Lau Basin","Tonga",1750,1650,"back-arc spreading center",68.5,"The 2004 location appears to be the northern end of the southern segment of the Fonualei Rifts, dredged on SS11/2004 NoToVE cruise (Northern Tonga Vents Expedition): (https://www.cmar.csiro.au/data/trawler/survey_details.cfm?survey=SS200411, accessed on: 2020-02-25); Baker et al. 2019: site 27 with spreading rate 18 mm/year in Table 1 is at: 174.543 W, 16.963 S;","","2004 plume only; 2004 dredging","(plume only) German, C. et al. (2006) Hydrothermal exploration of the Fonualei Rift and Spreading Center and the Northeast Lau Spreading Center. Geochem. Geophys. Geosyst. 7, 2006GC001324, (plume and dredging only) cruise report NoToVE-2004, SS11/2004 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2004/Summary_SS11-2004.pdf).","Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;"
"241","FRSC, Fonualei South","Fonualei South, South Fonualei","Laloa Kakai (= Loloa Kakai)","active, confirmed",254,"",-17.5352,-174.5668,"S. Pacific","Lau Basin","Tonga",1620,950,"back-arc spreading center",56.5,"southernmost FRSC; 2012 cruise blog, accessed 24 April 2015, http://oceanexplorer.noaa.gov/explorations/12fire/logs/summary/summary.html: ""dive (Q-323) on September 13 was made on the large central volcano at the southernmost end of the Fonualei Rift ... deeper site on the NE flank ... tall spires identified on a previous survey map were found to be a group of very tall (up to 30 m), active, high temperature chimneys (254 C measured).""; 2012 cruise report: Loloa Kakai ""vent field"" at 1550-m depth is on flank of central cone; ""...discovered two sites.  The first was a low temperature site characterized by diffusely venting old chimneys near the summit of the central volcano. Also observed in the summit area was microbial mat with 39 C water... mussel shell debris on a steep slope below the summit. 1.2 km NE of the summit area site a group of very tall (up to 30 m) active high temperature chimneys, dubbed Laloa Kakai vent field""; Baker et al. 2019: sites 28 to 30 with spreading rate 11 mm/year in Table 1;","","2012 ROV Quest 4000","2012 cruise report, accessed 6 May 2015: http://oceanexplorer.noaa.gov/explorations/12fire/logs/summary/srof12-cruisereport-final.pdf;","Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;"
"242","FRSC, T12A-01","FRSC, Second Volcano","","active, inferred",NA,"",-17.785,-174.526,"S. Pacific","Lau Basin","Tonga",500,NA,"back-arc spreading center",51,"From cruise report: ""A tow over “Second Volcano”, ~26 km south of the Fonualei dive site (17 47.1’S 173 31.55’W, T12A-01) had very slight (dNTU = 0.005) particle anomalies and a more distinct ORP anomaly (-17 mv), which indicates diffuse low temperature venting occurs near the summit of this volcano.""; Baker et al. 2019: site 31 with spreading rate 8 mm/year in Table 1;","","2012 plume only","2012 cruise report, accessed on 2020-02-25: http://oceanexplorer.noaa.gov/explorations/12fire/logs/summary/srof12-cruisereport-final.pdf;","Baker ET, Walker SL, Massoth GJ and Resing JA (2019) The NE Lau Basin: Widespread and Abundant Hydrothermal Venting in the Back-Arc Region Behind a Superfast Subduction Zone. Front. Mar. Sci. 6:382. doi: 10.3389/fmars.2019.00382;"
"243","CLSC, plumes on CL1","","","active, inferred",NA,"",-17.8667,-176.3833,"S. Pacific","Lau Basin","Fiji",2250,NA,"back-arc spreading center",83.2,"approx. position from Fig.3, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf): ""tow line CL1_TY_1.Two plume signatures were discovered on this line. The first is a moderate NTU plume with a very weak Eh response corresponding to where the target NS ridge crosses an older EW ridge. This plume is at 2150m depth. Further north into a basin, a very sharp and stratified NTU plume was seen higher in the water column at around 2000m. The source area for this plume is not clear as it is 300m+ off the seafloor and the nearest shallower terrain is over 3km away.""","","2009 plume only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
"244","CLSC, CL_8","","","active, inferred",NA,"",-18.05,-176.3333,"S. Pacific","Lau Basin","Tonga",2250,NA,"back-arc spreading center",83.9,"depth approximate; approx. position from Fig.3, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf): ""CTD tow line CL2_TY_1 along a parallel ridge to the CLSC. Two excellent plumes were found on this tow. Both are coincident strong NTU and Eh responses. The first (CL_7) is on the south flank of an elongated mound where there is a distinct flattening of slope. The second plume (CL_8) occurs about 10km to the north.""; dredge did not recover sulfides","","2009 plume only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
"245","CLSC, CL_7","","","active, inferred",NA,"",-18.1333,-176.3667,"S. Pacific","Lau Basin","Tonga",2250,NA,"back-arc spreading center",85.2,"depth approximate; approx. position from Fig.3, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf): ""CTD tow line CL2_TY_1 along a parallel ridge to the CLSC. Two excellent plumes were found on this tow. Both are coincident strong NTU and Eh responses. The first (CL_7) is on the south flank of an elongated mound where there is a distinct flattening of slope. The second plume (CL_8) occurs about 10km to the north.""; dredge did not recover sulfides","","2009 plume only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
"246","CLSC, northern plumes on CL6","","","active, inferred",NA,"",-18.1333,-176.2833,"S. Pacific","Lau Basin","Tonga",2250,NA,"back-arc spreading center",85.2,"depth approximate; Crowhurst et al. (2009): ""new venting field discoveries at ...northern extent of the CLSC""; approx. position from Fig.3, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf)","","2009 plume only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
"247","CLSC, southern plumes on CL6","","","active, inferred",NA,"",-18.5,-176.3833,"S. Pacific","Lau Basin","Tonga",2250,NA,"back-arc spreading center",87.9,"depth approximate; Crowhurst et al. (2009): ""new venting field discoveries at ...northern extent of the CLSC""; approx. position from Fig.3, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf)","","2009 plume only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.","[(Older reference for this area, Fe & Mn enriched sediments containing volcaniclastic material) Hodkinson & Cronan, Mar. Geol., 98, 353-366, 1991]"
"248","CLSC, A3","","","active, confirmed",NA,"High",-18.6,-176.45,"S. Pacific","Lau Basin","Tonga",2500,2250,"back-arc spreading center",87.9,"Falloon et al. (1992): ""Lavas sampled on the CLSC were associated with active hydrothermal sulphide chimneys occurring at the base of a collapsed caldera structure on the central volcanic axial high.""; could this be the same as found on CLSC on cruise SS07/2008? ""distinctive hydrothermal plume was detected at the southern end of the southern ridge""; location is close to a plume target on CL6 on cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf); Fe & Mn crusts on old lava flows nearby but east of spreading axis (Von Stackelberg et al., 1985)","","1990 submersible Mir","[Lisitsyn et al., International Geology Review, 34, 828-847, 1992, HYDROTHERMAL FORMATIONS IN THE NORTHERN PART OF THE LAU BASIN, PACIFIC OCEAN, Falloon et al. (1992) Petrology and geochemistry of back-arc basin basalts from Lau Basin spreading ridges at 15°, 18° and 19°S.  Mineralogy and Petrology 47: 1-35.]","[Von Stackelberg et al., Bundesanstalt Geowissenschaften Rohstoffe Circular 2, 3-14, 1985.]"
"249","N-ELSC, plume 29","","","active, inferred",NA,"",-19.6,-175.975,"S. Pacific","Lau Basin","Tonga",2700,NA,"back-arc spreading center",92.8,"","","2004 plume only","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"250","N-ELSC, plume 28","","","active, inferred",NA,"",-19.65,-175.989,"S. Pacific","Lau Basin","Tonga",2550,NA,"back-arc spreading center",92.8,"","","2004 plume only","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"251","N-ELSC, plume 27","ELSC1","","active, inferred",NA,"",-19.75,-176.019,"S. Pacific","Lau Basin","Tonga",2570,NA,"back-arc spreading center",89.3,"approx. position from Fig.2, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf)","","2004 plume only; 2009 plume only","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin, (plume only) Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), (plume only) Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
"252","N-ELSC, plume 26","","","active, inferred",NA,"",-19.82,-176.042,"S. Pacific","Lau Basin","Tonga",2600,NA,"back-arc spreading center",87.2,"","","2004 plume only","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"253","N-ELSC, plume 25","","","active, inferred",NA,"",-19.89,-176.064,"S. Pacific","Lau Basin","Tonga",2680,NA,"back-arc spreading center",84.7,"","","2004 plume only","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"254","Kilo Moana","plume 24, N-ELSC","","active, confirmed",333,"",-20.0532,-176.1336,"S. Pacific","Lau Basin","Tonga",2620,NA,"back-arc spreading center",84.7,"innermost axis coincides with a narrow depression ","snails, mussels, zoanthids, barnacles, shrimp, microbial mats (photograph in German et al. 2008)","2004 AUV ABE; 2004 plume only on previous cruise","Wiens, D., et al. (2005) Status report on the Lau Basin ISS. Ridge 2000 Newsletter, Spring 2005: 11-13, (plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin, German, CR et al. (2008) Hydrothermal exploration with the Autonomous Benthic Explorer. DSR I 55: 203-219.","Ferrini, V. et al. (2008) Variable morphologic expression of volcanic, tectonic, and hydrothermal processes at six hydrothermal vent fields in the Lau back-arc basin. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS, VOL. 9, Q07022, doi:10.1029/2008GC002047."
"255","Tow Cam","TowCam, plume 23, N-ELSC","","active, confirmed",330,"",-20.3169,-176.1367,"S. Pacific","Lau Basin","Tonga",2700,NA,"back-arc spreading center",79.3,"within a well-defined axial valley ranging from 270 to 330 m deep with a width of 2.5 km. The vent field is located atop an elevated asymmetric ridge that is offset west of the center of the axial valley, and is 75 m tall and ~1.8 km wide; ""northern vent area is on the northern edge of the dome and consists of at least 4 discrete vent edifices (3–15 m tall and ~2 to 3 m in diameter) that extend ~30 m E–W. By contrast, the southern area consists of several smaller active and inactive chimneys (","snails, mussels, zoanthids, barnacles, shrimp, microbial mats","2004 AUV ABE; 2004 plume only on previous cruise","Wiens, D., et al. (2005) Status report on the Lau Basin ISS. Ridge 2000 Newsletter, Spring 2005: 11-13, (plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.","Ferrini, V. et al. (2008) Variable morphologic expression of volcanic, tectonic, and hydrothermal processes at six hydrothermal vent fields in the Lau back-arc basin. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS, VOL. 9, Q07022, doi:10.1029/2008GC002047."
"256","N-ELSC, plume 22","","","active, inferred",NA,"",-20.4,-176.158,"S. Pacific","Lau Basin","Tonga",2700,NA,"back-arc spreading center",79.3,"","","2004 plume only","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"257","Tahi Moana 1","COMRA Discovery Expedition, CDE, CELSC Plume 12, plume 21, C-ELSC, Tahi Moana","","active, confirmed",311,"High",-20.69,-176.18,"S. Pacific","Lau Basin","Tonga",2256,2199,"back-arc spreading center",73.1,"this location is ~10 km (~4 miles) north of ABE (R2K ISS Bulls Eye) on northern segment of Eastern Lau Spreading Center (ELSC); chimney structures range from ","microbial mats, anemones, crabs, fish","2008 commercial ROV; 2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin;, SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf);","Zhou and Yang (2008) Microbiological Oxidation Of Sulfide Chimney Promoted By Warm Diffusing Flow In CDE Hydrothermal Field In Eastern Lau Spreading Center. American Geophysical Union, Fall Meeting 2008, abstract #B51D-0405;, Zhou, H. (2008) Discovery of new hydrothermal fields in Eastern Lau Spreading Center, Lau Basin. Ridge 2000 Program Abstract Volume, Portland Workshop, March 2008;, Sheik, C., Anantharaman, K., Breier, J. et al. Spatially resolved sampling reveals dynamic microbial communities in rising hydrothermal plumes across a back-arc basin. ISME J 9, 1434–1445 (2015). https://doi.org/10.1038/ismej.2014.228;"
"258","ABE","Abe, plume 20, C-ELSC","","active, confirmed",309,"",-20.7619,-176.191,"S. Pacific","Lau Basin","Tonga",2220,2140,"back-arc spreading center",73.1,"U.S. Ridge 2000 ISS Bulls Eye at Lau Basin; ""vent field is situated approximately 600 m west of the spreading axis, east of a normal fault with ~30 m throw""; located within Nautilus Minerals tenement","snails, mussels","2004 AUV ABE; 2004 plume only on previous cruise","Wiens, D., et al. (2005) Status report on the Lau Basin ISS. Ridge 2000 Newsletter, Spring 2005: 11-13, (plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.","Ferrini, V. et al. (2008) Variable morphologic expression of volcanic, tectonic, and hydrothermal processes at six hydrothermal vent fields in the Lau back-arc basin. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS, VOL. 9, Q07022, doi:10.1029/2008GC002047."
"259","C-ELSC, plume 19","","","active, inferred",NA,"",-20.87,-176.217,"S. Pacific","Lau Basin","Tonga",2230,NA,"back-arc spreading center",71.1,"","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"260","C-ELSC, plume 18","","","active, inferred",NA,"",-20.95,-176.239,"S. Pacific","Lau Basin","Tonga",2230,NA,"back-arc spreading center",69.4,"","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"261","C-ELSC, plume 17","","","active, inferred",NA,"",-20.99,-176.253,"S. Pacific","Lau Basin","Tonga",2270,NA,"back-arc spreading center",69.4,"","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"262","C-ELSC, unnamed","plume 16, C-ELSC","","active, inferred",NA,"",-21.107,-176.292,"S. Pacific","Lau Basin","Tonga",2300,NA,"back-arc spreading center",67.6,"4th site discovered either on 2nd R2K Lau ISS cruise in 2004 or on Sweep Vents Japanese cruise 2004; also, apparently this is Site 4 measured by Chinese in 2007","","2004 (assume submersible Shinkai 6500); 2004 plume only on previous cruise","(mentioned, but not named in) Wiens, D., et al. (2005) Status report on the Lau Basin ISS. Ridge 2000 Newsletter, Spring 2005: 11-13, (plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.","Zhou, H. (2008) Discovery of new hydrothermal fields in Eastern Lau Spreading Center, Lau Basin. Ridge 2000 Program Abstract Volume, Portland Workshop, March 2008."
"263","ELSC3","","","active, inferred",NA,"",-21.1667,-176.3333,"S. Pacific","Lau Basin","Tonga",2140,NA,"back-arc spreading center",65,"approx. position from Fig.2, targets generated by cruise SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf): ""Data review suggests source is possibly the western flank of ridge just to the SE. This is the only feature that appears to be at the right level. The top of the ridge is at 2140m depth. The eastern plume near the south end of ELSC3_TY_1 could either be coming from the nearby volcanic cone or possibly a NS ridge to the north""","","2009 plume only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
"264","C-ELSC, plume 15","","","active, inferred",NA,"",-21.27,-176.347,"S. Pacific","Lau Basin","Tonga",2230,NA,"back-arc spreading center",65,"","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"265","C-ELSC, plume 14","","","active, inferred",NA,"",-21.32,-176.364,"S. Pacific","Lau Basin","Tonga",2100,NA,"back-arc spreading center",61.9,"","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"266","C-ELSC, plume 13","","","active, inferred",NA,"",-21.415,-176.372,"S. Pacific","Lau Basin","Tonga",2100,NA,"back-arc spreading center",61.9,"","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"267","VFR, plume 12","","","active, inferred",NA,"",-21.73,-176.453,"S. Pacific","Lau Basin","Tonga",1910,NA,"back-arc spreading center",56.7,"northern Valu Fa Ridge","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
